TRDTYPE,USASTATE,COMMODITY2,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
2,MT,70,5,,XA,1220,176323,116915,2198,,0,10,2024
2,MT,70,5,,XC,1220,2018,1147,238,,0,10,2024
2,MT,70,5,,XO,1220,130051,19287,288,,0,10,2024
2,MT,70,5,,XS,1220,176341,13332,3739,,0,10,2024
2,MT,71,3,,,2010,38651,63,470,,0,10,2024
2,MT,71,3,,XC,1220,2098,1,0,,0,10,2024
2,MT,71,5,,XA,1220,147185,13,5050,,0,10,2024
2,MT,71,5,,XQ,1220,4573455,47769,1000,,0,10,2024
2,MT,72,5,,XO,1220,77568,18233,331,,0,10,2024
2,MT,72,5,,XQ,1220,39372,51074,300,,0,10,2024
2,MT,72,6,,XA,1220,419646,378751,2000,,0,10,2024
2,MT,73,3,,XQ,1220,9960,136,650,,0,10,2024
2,MT,73,5,,,2010,3974,138,386,,0,10,2024
2,MT,73,5,,XA,1220,1134191,526708,27283,,0,10,2024
2,MT,73,5,,XC,1220,448226,171970,27276,,0,10,2024
2,MT,73,5,,XM,1220,480166,254726,3649,,0,10,2024
2,MT,73,5,,XO,1220,708347,228819,8221,,0,10,2024
2,MT,73,5,,XQ,1220,95467,24275,5508,,0,10,2024
2,MT,73,5,,XS,1220,88626,19260,3200,,0,10,2024
2,MT,73,6,,XA,1220,182354,88613,500,,0,10,2024
2,MT,73,6,,XA,1220,1195562,620619,3500,,1,10,2024
2,MT,74,5,,XA,1220,2377,54,64,,0,10,2024
2,MT,76,5,,XA,1220,111044,4728,191,,0,10,2024
2,MT,76,5,,XC,1220,61275,2475,387,,0,10,2024
2,MT,76,5,,XM,1220,16117,1499,31,,0,10,2024
2,MT,76,5,,XO,1220,19747,1972,972,,0,10,2024
2,MT,76,5,,XQ,1220,182071,20085,1000,,0,10,2024
2,MT,76,5,,XS,1220,3203,79,100,,0,10,2024
2,MT,81,5,,,2010,404130,14310,1,,0,10,2024
2,MT,82,3,,XQ,1220,4205,13,48,,0,10,2024
2,MT,82,5,,XA,1220,32515,1444,999,,0,10,2024
2,MT,82,5,,XC,1220,19404,199,169,,0,10,2024
2,MT,82,5,,XO,1220,177175,44758,663,,0,10,2024
2,MT,82,5,,XQ,1220,16150,344,354,,0,10,2024
2,MT,83,3,,,2010,133033,2321,11210,,0,10,2024
2,MT,83,5,,,2010,61697,2797,679,,0,10,2024
2,MT,83,5,,XA,1220,7385,230,348,,0,10,2024
2,MT,83,5,,XC,1220,26976,5719,546,,0,10,2024
2,MT,83,5,,XO,1220,2409,1005,100,,0,10,2024
2,MT,83,5,,XQ,1220,11508,262,354,,0,10,2024
2,MT,84,3,,,2010,8249,81,788,,0,10,2024
2,MT,84,3,,XA,1220,11963,171,963,,0,10,2024
2,MT,84,3,,XC,1220,20000,45,650,,0,10,2024
2,MT,84,3,,XO,1220,25755,47,783,,0,10,2024
2,MT,84,3,,XP,1220,483514,728,1300,,0,10,2024
2,MT,84,3,,XQ,1220,19517,146,338,,0,10,2024
2,MT,84,5,,,2010,561960,50353,11300,,0,10,2024
2,MT,84,5,,XA,1220,1371862,128252,24177,,0,10,2024
2,MT,84,5,,XB,1220,7915,386,200,,0,10,2024
2,MT,84,5,,XC,1220,837102,41616,3944,,0,10,2024
2,MT,84,5,,XC,1220,150484,471,1643,,1,10,2024
2,MT,84,5,,XM,1220,3134935,181116,3318,,0,10,2024
2,MT,84,5,,XO,1220,2822283,160098,12624,,0,10,2024
2,MT,84,5,,XO,1220,14700,35,1529,,1,10,2024
2,MT,84,5,,XQ,1220,1248028,44903,6484,,0,10,2024
2,MT,84,5,,XS,1220,1277614,96306,3203,,0,10,2024
2,MT,85,3,,XA,1220,62012,109,1150,,0,10,2024
2,MT,85,3,,XB,1220,4510,15,0,,0,10,2024
2,MT,85,3,,XN,1220,5426,15,51,,0,10,2024
2,MT,85,3,,XO,1220,232766,156,1974,,0,10,2024
2,MT,85,5,,,2010,24847,5898,109,,0,10,2024
2,MT,85,5,,XA,1220,26858,673,700,,0,10,2024
2,MT,85,5,,XC,1220,104581,2120,572,,0,10,2024
2,MT,85,5,,XM,1220,141244,8572,407,,0,10,2024
2,MT,85,5,,XO,1220,151644,2262,1133,,0,10,2024
2,MT,85,5,,XQ,1220,23323,975,1183,,0,10,2024
2,MT,87,5,,,2010,5051665,422083,11939,,0,10,2024
2,MT,87,5,,XA,1220,1881686,239582,9244,,0,10,2024
2,MT,87,5,,XC,1220,1600959,170705,5942,,0,10,2024
2,MT,87,5,,XM,1220,671979,59165,1021,,0,10,2024
2,MT,87,5,,XO,1220,123699,13539,519,,0,10,2024
2,MT,87,5,,XQ,1220,4186121,185132,5225,,0,10,2024
2,MT,87,5,,XS,1220,205133,26877,239,,0,10,2024
2,MT,88,3,,XA,1220,10174,4,38,,0,10,2024
2,MT,88,3,,XO,1220,6053,42,896,,0,10,2024
2,MT,88,3,,XQ,1220,6500,4,450,,0,10,2024
2,MT,88,5,,XO,1220,11090,82,101,,0,10,2024
2,MT,88,5,,XQ,1220,6659,132,446,,0,10,2024
2,MT,88,8,,XO,1220,3800000,10558,5699,,0,10,2024
2,MT,90,3,,XA,1220,7433,4,476,,0,10,2024
2,MT,90,3,,XC,1220,66472,162,3675,,0,10,2024
2,MT,90,3,,XO,1220,62024,686,607,,0,10,2024
2,MT,90,3,,XQ,1220,50274,52,650,,0,10,2024
2,MT,90,5,,,2010,52683,1319,1000,,0,10,2024
2,MT,90,5,,XA,1220,208178,8864,2626,,0,10,2024
2,MT,90,5,,XC,1220,86447,585,794,,0,10,2024
2,MT,90,5,,XM,1220,4499,181,1,,0,10,2024
2,MT,90,5,,XO,1220,69188,1745,455,,0,10,2024
2,MT,90,5,,XQ,1220,14153,334,641,,0,10,2024
2,MT,92,5,,XC,1220,3440,8,78,,0,10,2024
2,MT,93,5,,XQ,1220,100509,12247,2500,,0,10,2024
2,MT,94,3,,XC,1220,14558,29,450,,0,10,2024
2,MT,94,3,,XQ,1220,4231,107,261,,0,10,2024
2,MT,94,5,,XA,1220,1707456,255158,3183,,0,10,2024
2,MT,94,5,,XC,1220,1094258,152401,6321,,0,10,2024
2,MT,94,5,,XM,1220,419797,56856,5069,,0,10,2024
2,MT,94,5,,XO,1220,1038927,100152,4877,,0,10,2024
2,MT,94,5,,XQ,1220,347050,31428,4533,,0,10,2024
2,MT,94,5,,XS,1220,156366,15702,34,,0,10,2024
2,MT,95,5,,,2010,24638,471,104,,0,10,2024
2,MT,95,5,,XO,1220,69941,1490,167,,0,10,2024
2,MT,96,3,,XO,1220,2594,86,650,,0,10,2024
2,MT,96,5,,XA,1220,4078,191,1000,,0,10,2024
2,MT,97,3,,XO,1220,2244,36,189,,0,10,2024
2,MT,97,5,,XO,1220,42975,4817,150,,0,10,2024
2,MT,98,3,,,2010,5000000,32023,10000,,0,10,2024
2,MT,98,3,,XO,1220,128427,611,3944,,0,10,2024
2,MT,98,5,,,2010,40000,1000,500,,0,10,2024
2,MT,98,5,,XO,1220,34916954,3046817,77573,,0,10,2024
2,MT,98,5,,XS,1220,2790,129,48,,0,10,2024
2,MT,98,8,,XO,1220,3075000,3277,25000,,0,10,2024
2,NC,01,5,,XA,1220,8894,408,1000,,0,10,2024
2,NC,01,5,,XM,1220,3600,4200,100,,0,10,2024
2,NC,01,5,,XO,1220,960974,451852,3776,,0,10,2024
2,NC,01,5,,XQ,1220,58718,1997,1574,,0,10,2024
2,NC,02,5,,XA,1220,6190557,386494,23656,,0,10,2024
2,NC,02,5,,XM,1220,76974,18680,360,,0,10,2024
2,NC,02,5,,XO,1220,3086706,418684,22796,,0,10,2024
2,NC,02,5,,XQ,1220,86403,18234,1400,,0,10,2024
2,NC,03,3,,XN,1220,2109,86,0,,0,10,2024
2,NC,03,5,,XB,1220,104203,8833,987,,0,10,2024
2,NC,03,5,,XC,1220,32605,3567,43,,0,10,2024
2,NC,03,5,,XN,1220,34600,4388,337,,0,10,2024
2,NC,04,1,,,2010,3318,665,1372,,1,10,2024
2,NC,04,5,,XO,1220,2142,1,16,,0,10,2024
2,NC,05,3,,XQ,1220,199316,262,649,,0,10,2024
2,NC,05,5,,XO,1220,30062,592,100,,0,10,2024
2,NC,06,5,,XC,1220,151673,45527,508,,0,10,2024
2,NC,06,5,,XN,1220,136708,26399,1000,,0,10,2024
2,NC,06,5,,XO,1220,693075,167822,10473,,0,10,2024
2,NC,06,5,,XP,1220,181210,16915,1600,,0,10,2024
2,NC,06,5,,XQ,1220,140147,60944,400,,0,10,2024
2,NC,07,5,,,2010,1473880,602002,20451,,0,10,2024
2,NC,07,5,,XB,1220,117137,290492,5525,,0,10,2024
2,NC,07,5,,XC,1220,4200,700,1,,0,10,2024
2,NC,07,5,,XN,1220,167448,171459,6000,,0,10,2024
2,NC,07,5,,XO,1220,3257322,1861198,72788,,0,10,2024
2,NC,07,5,,XP,1220,428805,672177,26386,,0,10,2024
2,NC,07,5,,XQ,1220,1226335,1159037,13220,,0,10,2024
2,NC,08,5,,,2010,18762,1911,931,,0,10,2024
2,NC,08,5,,XO,1220,64913,9107,1750,,0,10,2024
2,NC,08,5,,XP,1220,63180,18370,713,,0,10,2024
2,NC,09,5,,XC,1220,5906,438,201,,0,10,2024
2,NC,09,5,,XO,1220,424164,41131,4774,,0,10,2024
2,NC,09,5,,XQ,1220,59795,5081,1231,,0,10,2024
2,NC,10,5,,XM,1220,6810,19305,100,,0,10,2024
2,NC,10,6,,XM,1220,850040,2801072,2800,,0,10,2024
2,NC,10,6,,XS,1220,152956,297111,300,,0,10,2024
2,NC,11,3,,,2010,27000,5393,650,,0,10,2024
2,NC,11,5,,XA,1220,23682,18989,150,,0,10,2024
2,NC,11,5,,XC,1220,183097,265022,2250,,0,10,2024
2,NC,11,5,,XM,1220,129975,121782,750,,0,10,2024
2,NC,11,5,,XQ,1220,67989,60401,2000,,0,10,2024
2,NC,11,5,,XS,1220,79718,99700,500,,0,10,2024
2,NC,11,6,,XA,1220,371542,479548,1400,,0,10,2024
2,NC,11,6,,XQ,1220,21428,19593,1000,,1,10,2024
2,NC,12,5,,XA,1220,27899,43417,241,,0,10,2024
2,NC,12,5,,XM,1220,61840,26853,2150,,0,10,2024
2,NC,12,5,,XO,1220,185124,372099,7581,,0,10,2024
2,NC,12,5,,XQ,1220,70868,155106,2199,,0,10,2024
2,NC,12,5,,XS,1220,22519,12020,50,,0,10,2024
2,NC,14,5,,XO,1220,28695,12973,600,,0,10,2024
2,NC,15,5,,,2010,188353,67471,1786,,0,10,2024
2,NC,15,5,,XA,1220,33600,20139,750,,0,10,2024
2,NC,15,5,,XM,1220,22550,35000,200,,0,10,2024
2,NC,15,5,,XO,1220,231118,129205,2691,,0,10,2024
2,NC,15,5,,XP,1220,20837,1063,90,,0,10,2024
2,NC,15,5,,XS,1220,11799,2700,600,,0,10,2024
2,NC,15,6,,XS,1220,411885,277480,300,,0,10,2024
2,NC,15,6,,XS,1220,344765,260812,1500,,1,10,2024
2,NC,16,5,,XA,1220,23928,2027,125,,0,10,2024
2,NC,16,5,,XO,1220,177245,28498,452,,0,10,2024
2,NC,17,5,,,2010,232385,71829,2944,,0,10,2024
2,NC,17,5,,XM,1220,5051,1270,200,,0,10,2024
2,NC,17,5,,XO,1220,297340,285164,2328,,0,10,2024
2,NC,17,5,,XQ,1220,47365,9458,1282,,0,10,2024
2,NC,17,6,,XO,1220,37151,97257,800,,0,10,2024
2,NC,17,6,,XO,1220,266704,757192,6400,,1,10,2024
2,NC,18,5,,,2010,67538,9989,7136,,0,10,2024
2,NC,18,5,,XC,1220,65280,5270,400,,0,10,2024
2,NC,18,5,,XO,1220,846853,132964,1939,,0,10,2024
2,NC,18,5,,XQ,1220,322404,56868,3400,,0,10,2024
2,NC,19,1,,,2010,49241,7560,3322,,1,10,2024
2,NC,19,5,,,2010,422039,160851,1080,,0,10,2024
2,NC,19,5,,XA,1220,327170,129544,850,,0,10,2024
2,NC,19,5,,XB,1220,33301,11722,471,,0,10,2024
2,NC,19,5,,XC,1220,25540,2317,304,,0,10,2024
2,NC,19,5,,XN,1220,840970,236054,8052,,0,10,2024
2,NC,19,5,,XO,1220,15128258,3316027,173163,,0,10,2024
2,NC,19,5,,XQ,1220,533952,158963,10083,,0,10,2024
2,NC,20,5,,,2010,13815,3537,137,,0,10,2024
2,NC,20,5,,XA,1220,825706,526297,12126,,0,10,2024
2,NC,20,5,,XB,1220,247138,172541,3101,,0,10,2024
2,NC,20,5,,XC,1220,22736,7620,4339,,0,10,2024
2,NC,20,5,,XM,1220,384655,342857,2700,,0,10,2024
2,NC,20,5,,XN,1220,91797,25879,1300,,0,10,2024
2,NC,20,5,,XO,1220,754890,254911,7394,,0,10,2024
2,NC,20,5,,XP,1220,816576,480448,11073,,0,10,2024
2,NC,20,5,,XQ,1220,820428,646934,8443,,0,10,2024
2,NC,20,6,,XM,1220,144854,147683,300,,1,10,2024
2,NC,21,5,,,2010,70480,25237,2700,,0,10,2024
2,NC,21,5,,XC,1220,82964,3275,259,,0,10,2024
2,NC,21,5,,XO,1220,3138229,2331149,28444,,0,10,2024
2,NC,21,5,,XQ,1220,1664309,439604,11816,,0,10,2024
2,NC,22,5,,,2010,58502,21075,1371,,0,10,2024
2,NC,22,5,,XO,1220,409112,210222,9928,,0,10,2024
2,NC,22,5,,XQ,1220,2835262,1298023,10545,,0,10,2024
2,NC,23,5,,XA,1220,34200,43931,232,,0,10,2024
2,NC,23,5,,XO,1220,1454917,179536,750,,0,10,2024
2,NC,23,6,,XO,1220,1860748,4954160,31423,,0,10,2024
2,NC,24,5,,,2010,6013183,556318,567985,,0,10,2024
2,NC,24,5,,XO,1220,43920451,8214461,235413,,0,10,2024
2,NC,24,9,,,2010,592863,43731,2800,,1,10,2024
2,NC,25,1,,,2010,798330,30705000,3200,,0,10,2024
2,NC,25,1,,,2010,6902,38540,2500,,1,10,2024
2,NC,25,1,,XN,1220,1516987,103550000,30000,,0,10,2024
2,NC,25,5,,,2010,61769,19465,185,,0,10,2024
2,NC,25,5,,XC,1220,3438,1004,158,,0,10,2024
2,NC,25,5,,XO,1220,658612,2902781,23267,,0,10,2024
2,NC,25,5,,XQ,1220,80362,292669,1911,,0,10,2024
2,NC,25,6,,XA,1220,2146365,21741537,139700,,0,10,2024
2,NC,25,6,,XA,1220,2111890,20029159,412200,,1,10,2024
2,NC,25,6,,XO,1220,191028,259286,750,,0,10,2024
2,NC,25,6,,XO,1220,34080,200200,600,,1,10,2024
2,NC,25,6,,XS,1220,94557,547160,1200,,0,10,2024
2,NC,25,6,,XS,1220,5683,105000,2000,,1,10,2024
2,NC,27,1,,XB,1220,2590448,6373000,180710,,0,10,2024
2,NC,27,3,,XC,1220,3640,1009,75,,0,10,2024
2,NC,27,5,,,2010,14137,4445,1,,0,10,2024
2,NC,27,5,,XB,1220,122785,614360,13807,,0,10,2024
2,NC,27,5,,XM,1220,233568,986550,5150,,0,10,2024
2,NC,27,5,,XO,1220,1354245,813128,34204,,0,10,2024
2,NC,27,5,,XQ,1220,263276,803180,23541,,0,10,2024
2,NC,27,5,,XS,1220,7555,19731,100,,0,10,2024
2,NC,27,6,,XA,1220,75000,63230,1000,,0,10,2024
2,NC,27,6,,XC,1220,649369,1633620,16800,,1,10,2024
2,NC,27,6,,XO,1220,264760,233837,3000,,0,10,2024
2,NC,27,6,,XO,1220,218397,158603,1000,,1,10,2024
2,NC,28,3,,XC,1220,2068,2,0,,0,10,2024
2,NC,28,3,,XO,1220,591414,97,10925,,0,10,2024
2,NC,28,3,,XQ,1220,18844,77,3150,,0,10,2024
2,NC,28,5,,,2010,44404,40800,6,,0,10,2024
2,NC,28,5,,XA,1220,196564,135213,700,,0,10,2024
2,NC,28,5,,XC,1220,34821,562,496,,0,10,2024
2,NC,28,5,,XO,1220,1390845,459634,9879,,0,10,2024
2,NC,28,5,,XQ,1220,98656,35675,1150,,0,10,2024
2,NC,28,6,,,2010,270993,181383,3000,,0,10,2024
2,NC,28,6,,XM,1220,55983,98040,300,,0,10,2024
2,NC,28,6,,XO,1220,153860,279549,1000,,0,10,2024
2,NC,28,6,,XO,1220,9511,116868,1771,,1,10,2024
2,NC,28,6,,XQ,1220,516956,836807,5000,,0,10,2024
2,NC,28,6,,XQ,1220,137438,1650026,36027,,1,10,2024
2,NC,29,1,,,2010,8068470,8456083,317350,,1,10,2024
2,NC,29,3,,,2010,40501,3000,650,,0,10,2024
2,NC,29,3,,XC,1220,2297,1,75,,0,10,2024
2,NC,29,3,,XO,1220,58083,4123,1018,,0,10,2024
2,NC,29,5,,,2010,132160,49060,4423,,0,10,2024
2,NC,29,5,,XO,1220,237548,72535,8805,,0,10,2024
2,NC,29,5,,XQ,1220,167441,103150,1200,,0,10,2024
2,NC,29,6,,XA,1220,150981,274629,1500,,0,10,2024
2,NC,29,6,,XA,1220,150201,288394,20410,,1,10,2024
2,NC,29,6,,XO,1220,250578,349775,17346,,1,10,2024
2,NC,30,3,,XC,1220,7938,9,450,,0,10,2024
2,NC,30,3,,XN,1220,8071,27,500,,0,10,2024
2,NC,30,3,,XO,1220,41230,80,2833,,0,10,2024
2,NC,30,5,,,2010,1999665,292395,8173,,0,10,2024
2,NC,30,5,,XC,1220,2500,38,300,,0,10,2024
2,NC,30,5,,XO,1220,10709409,385025,15737,,0,10,2024
2,NC,30,5,,XQ,1220,1149664,49211,25072,,0,10,2024
2,NC,31,5,,XB,1220,32375,72576,600,,0,10,2024
2,NC,31,5,,XN,1220,230000,1303294,800,,0,10,2024
2,NC,31,5,,XO,1220,79036,38732,400,,0,10,2024
2,NC,31,5,,XQ,1220,86612,63227,376,,0,10,2024
2,NC,31,5,,XS,1220,25151,19954,150,,0,10,2024
2,NC,31,6,,XS,1220,223816,695976,1200,,0,10,2024
2,NC,32,5,,,2010,1470671,188860,14370,,0,10,2024
2,NC,32,5,,XA,1220,2953,58,76,,0,10,2024
2,NC,32,5,,XC,1220,2113,344,5,,0,10,2024
2,NC,32,5,,XO,1220,1150653,239877,11858,,0,10,2024
2,NC,32,5,,XQ,1220,1425592,422663,5510,,0,10,2024
2,NC,33,3,,XC,1220,3273,1,75,,0,10,2024
2,NC,33,3,,XO,1220,17597,144,795,,0,10,2024
2,NC,33,5,,,2010,654521,155901,393,,0,10,2024
2,NC,33,5,,XO,1220,1022812,55214,17703,,0,10,2024
2,NC,33,5,,XQ,1220,4219389,697023,8406,,0,10,2024
2,NC,34,5,,,2010,271718,238642,6075,,0,10,2024
2,NC,34,5,,XO,1220,1543961,470777,15356,,0,10,2024
2,NC,34,5,,XQ,1220,91356,21667,318,,0,10,2024
2,NC,35,3,,XC,1220,3700,4,450,,0,10,2024
2,NC,35,3,,XO,1220,71680,2,900,,0,10,2024
2,NC,35,3,,XQ,1220,41100,2,450,,0,10,2024
2,NC,35,5,,,2010,59193,32649,2043,,0,10,2024
2,NC,35,5,,XC,1220,739428,73600,1200,,0,10,2024
2,NC,35,5,,XM,1220,737598,73600,1200,,0,10,2024
2,NC,35,5,,XN,1220,302312,18193,10608,,0,10,2024
2,NC,35,5,,XO,1220,145827,28062,1467,,0,10,2024
2,NC,35,5,,XQ,1220,67369,20724,1080,,0,10,2024
2,NC,36,5,,,2010,62106,35946,900,,0,10,2024
2,NC,36,5,,XO,1220,8976,5879,5,,0,10,2024
2,NC,38,3,,XB,1220,5100,34,550,,0,10,2024
2,NC,38,3,,XC,1220,3746,1,450,,0,10,2024
2,NC,38,3,,XN,1220,79746,104,2539,,0,10,2024
2,NC,38,3,,XO,1220,96431,53,5709,,0,10,2024
2,NC,38,3,,XQ,1220,12012,10,600,,0,10,2024
2,NC,38,5,,,2010,1184224,337514,23649,,0,10,2024
2,NC,38,5,,XO,1220,610108,248573,5543,,0,10,2024
2,NC,38,5,,XQ,1220,632168,371919,6501,,0,10,2024
2,NC,38,6,,,2010,239200,112640,30,,0,10,2024
2,NC,39,1,,,2010,11604,3915,532,,1,10,2024
2,NC,39,3,,,2010,332776,8549,8649,,0,10,2024
2,NC,39,3,,XA,1220,5671,186,450,,0,10,2024
2,NC,39,3,,XC,1220,702,1,0,,0,10,2024
2,NC,39,3,,XO,1220,22253,218,1288,,0,10,2024
2,NC,39,3,,XQ,1220,27108,122,1191,,0,10,2024
2,NC,39,5,,,2010,41228028,13186555,375473,,0,10,2024
2,NC,39,5,,XA,1220,827328,214383,7093,,0,10,2024
2,NC,39,5,,XB,1220,70192,19165,999,,0,10,2024
2,NC,39,5,,XC,1220,391581,39337,10294,,0,10,2024
2,NC,39,5,,XM,1220,263188,39306,2032,,0,10,2024
2,NC,39,5,,XN,1220,43880,82167,754,,0,10,2024
2,NC,39,5,,XO,1220,17412388,3576491,193840,,0,10,2024
2,NC,39,5,,XO,1220,424,11,11,,1,10,2024
2,NC,39,5,,XQ,1220,5989911,1750757,72722,,0,10,2024
2,NC,39,5,,XS,1220,8322,345,540,,0,10,2024
2,NC,39,6,,,2010,3296238,1414367,30801,,0,10,2024
2,NC,39,6,,,2010,1818721,2047769,1962,,1,10,2024
2,NC,39,6,,XA,1220,798095,816520,3600,,0,10,2024
2,NC,39,6,,XA,1220,5482605,5025133,8350,,1,10,2024
2,NC,39,6,,XC,1220,120486,29245,600,,1,10,2024
2,NC,39,6,,XO,1220,9813392,10473578,36000,,0,10,2024
2,NC,39,6,,XO,1220,2737894,2549295,12750,,1,10,2024
2,NC,39,6,,XQ,1220,4946556,5335130,236187,,1,10,2024
2,NC,40,1,,,2010,72447,2336,4417,,1,10,2024
2,NC,40,3,,,2010,50513,614,2539,,0,10,2024
2,NC,40,3,,XA,1220,2322,13,278,,0,10,2024
2,NC,40,3,,XO,1220,39220,1423,1257,,0,10,2024
2,NC,40,3,,XQ,1220,23155,236,1233,,0,10,2024
2,NC,40,5,,,2010,2476689,835659,112443,,0,10,2024
2,NC,40,5,,XA,1220,266331,135356,1884,,0,10,2024
2,NC,40,5,,XC,1220,9389,20829,78,,0,10,2024
2,NC,40,5,,XM,1220,1110,14,12,,0,10,2024
2,NC,40,5,,XN,1220,44200,21034,880,,0,10,2024
2,NC,40,5,,XO,1220,588651,129153,8507,,0,10,2024
2,NC,40,5,,XQ,1220,5085107,1926101,68470,,0,10,2024
2,NC,40,6,,,2010,62312,14683,900,,0,10,2024
2,NC,40,6,,,2010,254106,192254,37883,,1,10,2024
2,NC,40,6,,XC,1220,50124,37600,100,,1,10,2024
2,NC,41,5,,,2010,403109,19749,1546,,0,10,2024
2,NC,42,3,,,2010,21221,268,702,,0,10,2024
2,NC,42,3,,XM,1220,33592,967,248,,0,10,2024
2,NC,42,3,,XO,1220,371,2,0,,0,10,2024
2,NC,42,3,,XQ,1220,3396,25,132,,0,10,2024
2,NC,42,5,,,2010,2839,76,81,,0,10,2024
2,NC,42,5,,XC,1220,1600,2,37,,0,10,2024
2,NC,42,5,,XO,1220,11913,436,280,,0,10,2024
2,NC,42,5,,XQ,1220,11573,403,1106,,0,10,2024
2,NC,43,5,,XO,1220,1100,43,1,,0,10,2024
2,NC,44,1,,,2010,58529,15655,7000,,1,10,2024
2,NC,44,5,,,2010,260784,410139,6214,,0,10,2024
2,NC,44,5,,XA,1220,159681,181533,5123,,0,10,2024
2,NC,44,5,,XB,1220,525883,1345388,9736,,0,10,2024
2,NC,44,5,,XC,1220,1086615,717474,76784,,0,10,2024
2,NC,44,5,,XM,1220,365953,154643,1634,,0,10,2024
2,NC,44,5,,XN,1220,67621,132115,11893,,0,10,2024
2,NC,44,5,,XO,1220,2004159,2316372,37234,,0,10,2024
2,NC,44,5,,XQ,1220,2897176,2359939,75283,,0,10,2024
2,NC,44,5,,XW,1220,10372,21781,3195,,0,10,2024
2,NC,44,6,,,2010,20324,5016,649,,1,10,2024
2,NC,44,6,,XA,1220,2104777,3851534,275848,,0,10,2024
2,NC,44,6,,XB,1220,2224226,6185707,101247,,0,10,2024
2,NC,44,6,,XC,1220,3619542,6273276,371896,,0,10,2024
2,NC,44,6,,XC,1220,451050,194549,11632,,1,10,2024
2,NC,44,6,,XM,1220,363846,447695,1000,,0,10,2024
2,NC,44,6,,XN,1220,551190,1337788,30858,,0,10,2024
2,NC,44,6,,XO,1220,2170755,4397180,13899,,0,10,2024
2,NC,44,6,,XO,1220,76978,169636,300,,1,10,2024
2,NC,44,6,,XQ,1220,6265183,12894508,52032,,0,10,2024
2,NC,44,6,,XQ,1220,1684350,2975128,114328,,1,10,2024
2,NC,44,6,,XW,1220,94055,176030,28161,,0,10,2024
2,NC,47,5,,,2010,28061,176540,2250,,0,10,2024
2,NC,47,6,,XA,1220,2303342,3237650,7600,,0,10,2024
2,NC,47,6,,XC,1220,403722,438065,2595,,1,10,2024
2,NC,48,3,,XO,1220,2300,20,364,,0,10,2024
2,NC,48,5,,,2010,7141075,3406478,53191,,0,10,2024
2,NC,48,5,,XA,1220,29782,31878,3067,,0,10,2024
2,NC,48,5,,XB,1220,197997,254660,15486,,0,10,2024
2,NC,48,5,,XC,1220,1018149,738795,7831,,0,10,2024
2,NC,48,5,,XM,1220,230130,75496,308,,0,10,2024
2,NC,48,5,,XN,1220,20074,6099,170,,0,10,2024
2,NC,48,5,,XO,1220,3146830,1252245,29556,,0,10,2024
2,NC,48,5,,XO,1220,44445,16982,1000,,1,10,2024
2,NC,48,5,,XQ,1220,9415212,6507115,208900,,0,10,2024
2,NC,48,6,,XB,1220,492767,590343,17500,,1,10,2024
2,NC,48,6,,XC,1220,642634,503356,1200,,0,10,2024
2,NC,48,6,,XQ,1220,230453,137621,7542,,0,10,2024
2,NC,48,6,,XQ,1220,1569507,1895423,70698,,1,10,2024
2,NC,49,3,,XC,1220,2224,1,0,,0,10,2024
2,NC,49,3,,XO,1220,4945,43,1600,,0,10,2024
2,NC,49,3,,XQ,1220,7380,4,2,,0,10,2024
2,NC,49,5,,,2010,32457,1931,55,,0,10,2024
2,NC,49,5,,XA,1220,167092,693,2982,,0,10,2024
2,NC,49,5,,XC,1220,3696,103,80,,0,10,2024
2,NC,49,5,,XM,1220,46002,6194,4,,0,10,2024
2,NC,49,5,,XO,1220,406580,20163,8435,,0,10,2024
2,NC,49,5,,XQ,1220,153507,11504,952,,0,10,2024
2,NC,51,5,,,2010,528619,23320,6472,,0,10,2024
2,NC,51,5,,XO,1220,471958,19637,5166,,0,10,2024
2,NC,52,5,,,2010,798481,207873,18903,,0,10,2024
2,NC,52,5,,XN,1220,9983,757,200,,0,10,2024
2,NC,52,5,,XO,1220,12513,974,4745,,0,10,2024
2,NC,52,5,,XQ,1220,17228,2417,450,,0,10,2024
2,NC,53,5,,XM,1220,45760,34248,350,,0,10,2024
2,NC,54,1,,,2010,313,100,89,,1,10,2024
2,NC,54,3,,XQ,1220,4588,83,0,,0,10,2024
2,NC,54,5,,,2010,1994870,331162,21155,,0,10,2024
2,NC,54,5,,XO,1220,522661,242617,52131,,0,10,2024
2,NC,54,5,,XQ,1220,556278,84087,3452,,0,10,2024
2,NC,55,1,,,2010,315237,199732,25683,,1,10,2024
2,NC,55,3,,,2010,6685,227,653,,0,10,2024
2,NC,55,5,,,2010,1483883,292395,19667,,0,10,2024
2,NC,55,5,,,2010,68459,39739,3,,1,10,2024
2,NC,55,5,,XO,1220,9329,638,1215,,0,10,2024
2,NC,55,5,,XQ,1220,596086,54280,4668,,0,10,2024
2,NC,56,1,,,2010,384,19,0,,1,10,2024
2,NC,56,3,,,2010,1027,16,0,,0,10,2024
2,NC,56,3,,XQ,1220,1784,11,65,,0,10,2024
2,NC,56,5,,,2010,741781,156323,9022,,0,10,2024
2,NC,56,5,,XN,1220,6191,420,250,,0,10,2024
2,NC,56,5,,XO,1220,1054687,75487,48205,,0,10,2024
