TRDTYPE,USASTATE,COMMODITY2,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,AK,03,5,,XC,1220,1348561,0,19467,1,X,10,2024
1,AK,03,5,,XO,1220,77875,0,1067,1,X,10,2024
1,AK,03,5,,XY,1220,2040628,0,27963,1,X,10,2024
1,AK,04,5,VE,,2010,2771,0,0,1,0,10,2024
1,AK,15,5,,XC,1220,264545,0,2125,1,X,10,2024
1,AK,15,5,QT,,2010,26098,0,0,1,0,10,2024
1,AK,16,5,,XC,1220,174892,0,724,1,X,10,2024
1,AK,19,5,MX,,2010,30853,0,0,1,0,10,2024
1,AK,22,3,,XC,1220,45247,17248,229,1,X,10,2024
1,AK,23,5,,XC,1220,562522,0,2638,1,X,10,2024
1,AK,25,1,,XC,1220,434300,7400000,3271,1,X,10,2024
1,AK,26,1,,XC,1220,144475922,82074493,218065,1,X,10,2024
1,AK,27,1,XX,,2010,8862575,11376943,0,1,0,10,2024
1,AK,27,5,,XC,1220,4780996,0,54448,1,X,10,2024
1,AK,28,5,,XA,1220,5613,0,274,1,X,10,2024
1,AK,29,5,VE,,2010,22634,0,0,1,0,10,2024
1,AK,39,5,CO,,2010,52839,0,0,2,0,10,2024
1,AK,39,5,MX,,2010,62438,0,0,1,0,10,2024
1,AK,39,5,MX,,2010,110758,0,0,2,0,10,2024
1,AK,39,5,NL,,2010,5176,0,0,1,0,10,2024
1,AK,39,5,TM,,2010,6328,0,0,1,0,10,2024
1,AK,40,5,MX,,2010,15390,0,0,1,0,10,2024
1,AK,44,1,,XC,1220,1260515,6020504,12480,1,X,10,2024
1,AK,48,5,QT,,2010,49964,0,0,1,0,10,2024
1,AK,49,5,TM,,2010,4020,0,0,1,0,10,2024
1,AK,54,5,GT,,2010,5094,0,0,2,0,10,2024
1,AK,63,3,,XO,1220,4193,480,182,1,X,10,2024
1,AK,68,3,,XA,1220,2538,18,36,1,X,10,2024
1,AK,72,1,XX,,2010,9985,7364,0,1,0,10,2024
1,AK,73,5,,XC,1220,62320,0,911,2,X,10,2024
1,AK,73,5,,XY,1220,84740,0,1658,1,X,10,2024
1,AK,73,5,MI,,2010,21000,0,0,1,0,10,2024
1,AK,73,5,TL,,2010,14351,0,0,1,0,10,2024
1,AK,73,5,TL,,2010,3218,0,0,2,0,10,2024
1,AK,76,5,NL,,2010,305546,0,0,1,0,10,2024
1,AK,82,5,,XY,1220,26777,0,523,1,X,10,2024
1,AK,82,5,NL,,2010,65338,0,0,1,0,10,2024
1,AK,83,3,,XC,1220,25505,26,479,1,X,10,2024
1,AK,84,3,,XA,1220,14347,80,282,1,X,10,2024
1,AK,84,3,,XC,1220,2654,14,52,2,X,10,2024
1,AK,84,5,,XC,1220,6870,0,134,1,X,10,2024
1,AK,84,5,,XC,1220,14556,0,693,2,X,10,2024
1,AK,84,5,,XO,1220,5617,0,111,1,X,10,2024
1,AK,84,5,,XY,1220,969085,0,15756,1,X,10,2024
1,AK,84,5,,XY,1220,354833,0,7515,2,X,10,2024
1,AK,84,5,CM,,2010,416910,0,0,2,0,10,2024
1,AK,84,5,MX,,2010,65747,0,0,1,0,10,2024
1,AK,84,5,MX,,2010,9338,0,0,2,0,10,2024
1,AK,84,5,NL,,2010,6626,0,0,1,0,10,2024
1,AK,84,5,TM,,2010,2763,0,0,1,0,10,2024
1,AK,85,3,,XA,1220,23555,6,60,1,X,10,2024
1,AK,85,3,,XA,1220,11963,5,87,2,X,10,2024
1,AK,85,3,,XC,1220,47641,29,1116,1,X,10,2024
1,AK,85,3,,XO,1220,5386,217,145,1,X,10,2024
1,AK,85,3,XX,,2010,4540,1,0,1,1,10,2024
1,AK,85,3,XX,,2010,4834,25,0,2,0,10,2024
1,AK,85,5,,XY,1220,124586,0,1964,1,X,10,2024
1,AK,85,5,,XY,1220,16118,0,254,2,X,10,2024
1,AK,85,5,CO,,2010,3939,0,0,1,0,10,2024
1,AK,85,5,NL,,2010,12940,0,0,1,0,10,2024
1,AK,85,5,TL,,2010,17547,0,0,1,0,10,2024
1,AK,85,5,TM,,2010,409513,0,0,2,0,10,2024
1,AK,87,3,,XA,1220,3589,8,29,1,X,10,2024
1,AK,87,5,,XA,1220,4282,0,0,1,X,10,2024
1,AK,87,5,,XC,1220,102575,0,2009,2,X,10,2024
1,AK,87,5,GT,,2010,174549,0,0,1,0,10,2024
1,AK,87,5,NL,,2010,11085,0,0,1,0,10,2024
1,AK,88,3,,XA,1220,3920,13,72,1,X,10,2024
1,AK,88,3,,XC,1220,140371,171,1740,1,X,10,2024
1,AK,88,3,,XM,1220,18843,27,0,1,X,10,2024
1,AK,88,3,,XO,1220,4761,5,108,1,X,10,2024
1,AK,88,3,,XQ,1220,14900,80,181,2,X,10,2024
1,AK,88,3,XX,,2010,6006,3,0,1,0,10,2024
1,AK,88,5,,XA,1220,10192,0,199,1,X,10,2024
1,AK,88,5,,XM,1220,14997,0,1,1,X,10,2024
1,AK,88,5,,XY,1220,41304,0,1227,1,X,10,2024
1,AK,90,3,,XA,1220,21086,7,141,1,X,10,2024
1,AK,90,3,,XC,1220,7077,2,90,1,X,10,2024
1,AK,90,3,,XC,1220,10364,10,264,2,X,10,2024
1,AK,90,3,,XO,1220,69571,139,100,1,X,10,2024
1,AK,90,3,,XO,1220,7949,86,155,2,X,10,2024
1,AK,90,5,,XY,1220,503592,0,9818,1,X,10,2024
1,AK,90,5,,XY,1220,230252,0,4568,2,X,10,2024
1,AK,90,5,TM,,2010,8629,0,0,1,0,10,2024
1,AK,90,5,TM,,2010,44922,0,0,2,0,10,2024
1,AK,97,5,,XC,1220,5336,0,116,2,X,10,2024
1,AK,98,3,,XO,1220,13761,6,64,2,X,10,2024
1,AK,98,8,,XC,1220,4099,0,90,1,X,10,2024
1,AK,98,8,,XO,1220,28,0,0,1,X,10,2024
1,AK,98,8,,XQ,1220,1009,0,19,1,X,10,2024
1,AL,01,3,XX,,2010,1004090,1232,0,1,0,10,2024
1,AL,02,5,,XO,1220,1191497,0,11107,1,X,10,2024
1,AL,02,5,,XQ,1220,21511,0,421,1,X,10,2024
1,AL,02,5,MX,,2010,10979,0,0,1,0,10,2024
1,AL,02,5,NL,,2010,101997,0,0,1,0,10,2024
1,AL,02,8,NL,,2010,37632,0,0,1,X,10,2024
1,AL,03,5,,XO,1220,17289,0,337,1,X,10,2024
1,AL,04,3,XX,,2010,232380,4384,0,1,0,10,2024
1,AL,04,5,,XC,1220,921868,0,1942,1,X,10,2024
1,AL,04,5,,XO,1220,1040742,0,2455,1,X,10,2024
1,AL,04,5,QT,,2010,387300,0,0,1,0,10,2024
1,AL,05,5,,XO,1220,19236,0,375,1,X,10,2024
1,AL,07,5,,XO,1220,11444,0,441,1,X,10,2024
1,AL,07,5,,XO,1220,45466,0,1751,2,X,10,2024
1,AL,08,5,CH,,2010,13023,0,0,1,0,10,2024
1,AL,08,5,MX,,2010,28771,0,0,1,0,10,2024
1,AL,09,5,,XO,1220,18650,0,1223,2,X,10,2024
1,AL,09,5,,XQ,1220,18912,0,369,1,X,10,2024
1,AL,09,5,MX,,2010,140168,0,0,1,0,10,2024
1,AL,12,5,,XO,1220,393116,0,17936,1,X,10,2024
1,AL,12,5,JA,,2010,378300,0,0,1,0,10,2024
1,AL,12,5,MX,,2010,147330,0,0,1,0,10,2024
1,AL,12,8,NL,,2010,294800,0,0,1,X,10,2024
1,AL,14,5,,XM,1220,4163,0,223,2,X,10,2024
1,AL,15,5,,XO,1220,172752,0,3224,1,X,10,2024
1,AL,15,5,,XS,1220,44507,0,872,1,X,10,2024
1,AL,15,5,DF,,2010,2600,0,0,1,0,10,2024
1,AL,15,6,NL,,2010,939008,0,0,1,0,10,2024
1,AL,16,5,DF,,2010,37237,0,0,1,0,10,2024
1,AL,17,1,XX,,2010,310500,765450,0,1,0,10,2024
1,AL,17,5,,XO,1220,44052,0,436,1,X,10,2024
1,AL,20,5,DF,,2010,67766,0,0,1,0,10,2024
1,AL,20,5,NL,,2010,35000,0,0,1,0,10,2024
1,AL,21,5,,XO,1220,282402,0,2824,1,X,10,2024
1,AL,21,5,JA,,2010,39277,0,0,1,0,10,2024
1,AL,21,5,MX,,2010,5912,0,0,1,0,10,2024
1,AL,23,5,,XO,1220,111720,0,1534,1,X,10,2024
1,AL,23,5,,XS,1220,53763,0,3271,1,X,10,2024
1,AL,23,5,JA,,2010,13902,0,0,1,0,10,2024
1,AL,23,6,AG,,2010,58400,0,0,1,0,10,2024
1,AL,23,6,GT,,2010,21402,0,0,1,0,10,2024
1,AL,25,5,,XO,1220,22437,0,609,1,X,10,2024
1,AL,25,5,TM,,2010,18240,0,0,2,0,10,2024
1,AL,27,5,,XA,1220,7344,0,217,1,X,10,2024
1,AL,27,5,,XM,1220,28657,0,1364,1,X,10,2024
1,AL,27,5,,XO,1220,21621,0,1077,1,X,10,2024
1,AL,27,5,GT,,2010,145470,0,0,1,0,10,2024
1,AL,27,5,GT,,2010,11264,0,0,2,0,10,2024
1,AL,27,5,MI,,2010,27580,0,0,1,0,10,2024
1,AL,27,5,MX,,2010,161033,0,0,1,0,10,2024
1,AL,27,5,NL,,2010,47944,0,0,1,0,10,2024
1,AL,27,5,OT,,2010,394610,0,0,1,0,10,2024
1,AL,27,5,OT,,2010,16000,0,0,2,0,10,2024
1,AL,27,6,CO,,2010,1151828,0,0,1,0,10,2024
1,AL,27,6,MX,,2010,314439,0,0,1,0,10,2024
1,AL,27,6,OT,,2010,838018,0,0,1,0,10,2024
1,AL,27,6,PU,,2010,48638,0,0,1,0,10,2024
1,AL,28,1,XX,,2010,25590,29477,0,1,1,10,2024
1,AL,28,3,,XC,1220,5569,9,109,1,X,10,2024
1,AL,28,5,,XC,1220,41346,0,817,1,X,10,2024
1,AL,28,5,,XO,1220,550094,0,8974,1,X,10,2024
1,AL,28,5,,XS,1220,32642,0,2718,1,X,10,2024
1,AL,28,5,DF,,2010,18049,0,0,1,0,10,2024
1,AL,28,5,GT,,2010,71108,0,0,1,0,10,2024
1,AL,28,5,MX,,2010,1392107,0,0,1,0,10,2024
1,AL,28,5,NL,,2010,85800,0,0,1,0,10,2024
1,AL,28,5,NL,,2010,26110,0,0,1,1,10,2024
1,AL,28,5,NL,,2010,16876,0,0,2,0,10,2024
1,AL,28,5,OT,,2010,12928,0,0,1,0,10,2024
1,AL,28,5,QT,,2010,11232,0,0,1,0,10,2024
1,AL,28,5,TM,,2010,14108,0,0,2,0,10,2024
1,AL,28,6,,XO,1220,224206,0,7268,1,X,10,2024
1,AL,28,6,NL,,2010,2138111,0,0,1,0,10,2024
1,AL,28,6,OT,,2010,216938,0,0,1,0,10,2024
1,AL,29,3,,XA,1220,4903,23,7,1,X,10,2024
1,AL,29,3,,XC,1220,13617,30,251,1,X,10,2024
1,AL,29,3,,XO,1220,35879,27,257,1,X,10,2024
1,AL,29,5,,XA,1220,414241,0,5736,1,X,10,2024
1,AL,29,5,,XO,1220,1040319,0,41564,1,X,10,2024
1,AL,29,5,,XO,1220,178658,0,3865,2,X,10,2024
1,AL,29,5,MX,,2010,225137,0,0,1,0,10,2024
1,AL,29,5,MX,,2010,73360,0,0,2,0,10,2024
1,AL,29,5,NL,,2010,235369,0,0,1,0,10,2024
1,AL,29,5,VE,,2010,252202,0,0,1,0,10,2024
1,AL,29,6,,XA,1220,312583,0,12719,1,X,10,2024
1,AL,29,6,,XC,1220,89412,0,3634,1,X,10,2024
1,AL,29,6,,XM,1220,312181,0,12717,1,X,10,2024
1,AL,29,6,,XO,1220,2475543,0,59864,1,X,10,2024
1,AL,29,6,,XS,1220,44358,0,1817,1,X,10,2024
1,AL,29,6,QT,,2010,136264,0,0,1,1,10,2024
1,AL,30,3,,XO,1220,12876,24,174,1,X,10,2024
1,AL,30,3,,XQ,1220,4233,8,82,1,X,10,2024
1,AL,30,3,XX,,2010,56478,20,0,1,0,10,2024
1,AL,30,5,,XM,1220,1815206,0,0,1,X,10,2024
1,AL,30,5,,XO,1220,5550,0,318,1,X,10,2024
1,AL,30,5,,XO,1220,24946,0,314,2,X,10,2024
1,AL,31,5,,XO,1220,194840,0,3814,1,X,10,2024
1,AL,31,5,,XO,1220,19450,0,380,2,X,10,2024
1,AL,31,5,NL,,2010,166650,0,0,1,1,10,2024
1,AL,31,6,,XO,1220,338896,0,6641,1,X,10,2024
1,AL,32,5,,XA,1220,9943,0,194,1,X,10,2024
1,AL,32,5,,XC,1220,3856,0,77,1,X,10,2024
1,AL,32,5,,XM,1220,14244,0,854,2,X,10,2024
1,AL,32,5,,XO,1220,884030,0,10321,1,X,10,2024
1,AL,32,5,,XQ,1220,30376,0,595,1,X,10,2024
1,AL,32,5,AG,,2010,5235,0,0,1,0,10,2024
1,AL,32,5,BC,,2010,30603,0,0,1,0,10,2024
1,AL,32,5,NL,,2010,14650,0,0,1,0,10,2024
1,AL,32,5,OT,,2010,117711,0,0,1,0,10,2024
1,AL,33,5,,XO,1220,5076,0,99,1,X,10,2024
1,AL,33,5,,XO,1220,16448,0,202,2,X,10,2024
1,AL,34,3,,XC,1220,4382,1764,72,1,X,10,2024
1,AL,34,5,,XA,1220,15424,0,800,1,X,10,2024
1,AL,34,5,,XM,1220,4027,0,65,1,X,10,2024
1,AL,34,5,,XO,1220,119185,0,2292,1,X,10,2024
1,AL,34,5,,XQ,1220,85703,0,1508,1,X,10,2024
1,AL,34,5,AG,,2010,13905,0,0,1,0,10,2024
1,AL,34,5,CH,,2010,9007,0,0,1,0,10,2024
1,AL,34,5,DF,,2010,9476,0,0,1,0,10,2024
1,AL,34,5,GT,,2010,9967,0,0,1,1,10,2024
1,AL,34,5,JA,,2010,56761,0,0,1,0,10,2024
1,AL,34,5,MX,,2010,3856,0,0,1,0,10,2024
1,AL,34,5,NL,,2010,18208,0,0,1,0,10,2024
1,AL,34,5,OT,,2010,78216,0,0,1,0,10,2024
1,AL,34,5,PU,,2010,3212,0,0,1,0,10,2024
1,AL,34,5,SL,,2010,9820,0,0,1,0,10,2024
1,AL,35,5,,XO,1220,36965,0,1487,1,X,10,2024
1,AL,35,5,SL,,2010,523126,0,0,1,0,10,2024
1,AL,38,1,XX,,2010,12315,20312,0,1,1,10,2024
1,AL,38,3,,XO,1220,10051,18,129,1,X,10,2024
1,AL,38,3,,XQ,1220,9787,30,100,1,X,10,2024
1,AL,38,5,,XA,1220,58840,0,3271,1,X,10,2024
1,AL,38,5,,XC,1220,391219,0,9596,1,X,10,2024
1,AL,38,5,,XM,1220,112552,0,5215,1,X,10,2024
1,AL,38,5,,XM,1220,19730,0,0,2,X,10,2024
1,AL,38,5,,XO,1220,2113017,0,82746,1,X,10,2024
1,AL,38,5,,XO,1220,58044,0,1612,2,X,10,2024
1,AL,38,5,,XS,1220,187794,0,4242,1,X,10,2024
1,AL,38,5,CO,,2010,192013,0,0,1,0,10,2024
1,AL,38,5,GT,,2010,49115,0,0,1,0,10,2024
1,AL,38,5,JA,,2010,41071,0,0,1,0,10,2024
1,AL,38,5,MX,,2010,510963,0,0,1,0,10,2024
1,AL,38,5,MX,,2010,19465,0,0,2,0,10,2024
1,AL,38,5,NL,,2010,54307,0,0,1,0,10,2024
1,AL,38,5,PU,,2010,98052,0,0,1,0,10,2024
1,AL,38,5,SL,,2010,58678,0,0,1,0,10,2024
1,AL,38,5,SO,,2010,231084,0,0,1,0,10,2024
1,AL,38,6,,XA,1220,389456,0,12111,1,X,10,2024
1,AL,38,6,,XM,1220,240648,0,5960,1,X,10,2024
1,AL,38,6,,XO,1220,919810,0,21236,1,X,10,2024
1,AL,39,3,,XC,1220,4673,50,36,1,X,10,2024
1,AL,39,3,,XM,1220,13545,66,71,1,X,10,2024
1,AL,39,3,,XO,1220,30190,292,2231,1,X,10,2024
1,AL,39,3,,XO,1220,8188,27,130,2,X,10,2024
1,AL,39,3,,XQ,1220,2847,8,130,1,X,10,2024
1,AL,39,3,XX,,2010,2576,10,0,1,0,10,2024
1,AL,39,3,XX,,2010,19605,226,0,2,0,10,2024
1,AL,39,5,,XA,1220,56629,0,4212,1,X,10,2024
1,AL,39,5,,XB,1220,74343,0,2636,1,X,10,2024
1,AL,39,5,,XC,1220,172706,0,7303,1,X,10,2024
1,AL,39,5,,XC,1220,101718,0,730,2,X,10,2024
1,AL,39,5,,XM,1220,279059,0,6449,1,X,10,2024
1,AL,39,5,,XM,1220,10484,0,322,2,X,10,2024
1,AL,39,5,,XO,1220,6401125,0,169934,1,X,10,2024
1,AL,39,5,,XO,1220,176925,0,2721,2,X,10,2024
1,AL,39,5,,XQ,1220,114656,0,2572,1,X,10,2024
1,AL,39,5,,XQ,1220,4232,0,83,2,X,10,2024
1,AL,39,5,,XS,1220,378777,0,5840,1,X,10,2024
1,AL,39,5,AG,,2010,54744,0,0,1,0,10,2024
1,AL,39,5,BC,,2010,191426,0,0,1,0,10,2024
1,AL,39,5,BC,,2010,3708,0,0,2,0,10,2024
1,AL,39,5,CH,,2010,367907,0,0,1,0,10,2024
1,AL,39,5,CM,,2010,11396,0,0,1,0,10,2024
1,AL,39,5,CO,,2010,752319,0,0,1,0,10,2024
1,AL,39,5,CO,,2010,638595,0,0,1,1,10,2024
1,AL,39,5,DF,,2010,4715,0,0,1,0,10,2024
1,AL,39,5,DG,,2010,615786,0,0,1,0,10,2024
1,AL,39,5,DG,,2010,289523,0,0,2,0,10,2024
1,AL,39,5,GT,,2010,237167,0,0,1,0,10,2024
1,AL,39,5,GT,,2010,30124,0,0,2,0,10,2024
1,AL,39,5,JA,,2010,157068,0,0,1,0,10,2024
1,AL,39,5,MO,,2010,41241,0,0,1,0,10,2024
1,AL,39,5,MX,,2010,2135708,0,0,1,0,10,2024
1,AL,39,5,MX,,2010,4443,0,0,2,0,10,2024
1,AL,39,5,NL,,2010,1025339,0,0,1,0,10,2024
1,AL,39,5,NL,,2010,307526,0,0,1,1,10,2024
1,AL,39,5,NL,,2010,183254,0,0,2,0,10,2024
1,AL,39,5,NL,,2010,19648,0,0,2,1,10,2024
1,AL,39,5,OT,,2010,319597,0,0,1,0,10,2024
1,AL,39,5,PU,,2010,292022,0,0,1,0,10,2024
1,AL,39,5,PU,,2010,81335,0,0,2,0,10,2024
1,AL,39,5,QT,,2010,1305813,0,0,1,0,10,2024
1,AL,39,5,QT,,2010,7947,0,0,2,0,10,2024
1,AL,39,5,SL,,2010,1490376,0,0,1,0,10,2024
1,AL,39,5,SL,,2010,107100,0,0,1,1,10,2024
1,AL,39,5,SL,,2010,304960,0,0,2,0,10,2024
1,AL,39,5,SO,,2010,241395,0,0,1,0,10,2024
1,AL,39,5,TL,,2010,38351,0,0,1,0,10,2024
1,AL,39,5,TM,,2010,6491858,0,0,1,0,10,2024
1,AL,39,5,ZA,,2010,117450,0,0,1,0,10,2024
1,AL,39,5,ZA,,2010,409108,0,0,2,0,10,2024
1,AL,39,6,,XA,1220,52166,0,516,1,X,10,2024
1,AL,39,6,,XO,1220,1789851,0,31278,1,X,10,2024
1,AL,39,6,MX,,2010,2067826,0,0,1,0,10,2024
1,AL,39,6,QT,,2010,87935,0,0,1,0,10,2024
1,AL,39,6,TM,,2010,554495,0,0,1,0,10,2024
1,AL,40,3,,XQ,1220,17497,2,223,2,X,10,2024
1,AL,40,5,,XB,1220,6578,0,105,1,X,10,2024
1,AL,40,5,,XC,1220,56150,0,767,1,X,10,2024
1,AL,40,5,,XC,1220,19931,0,253,2,X,10,2024
1,AL,40,5,,XM,1220,16147,0,532,1,X,10,2024
1,AL,40,5,,XO,1220,877420,0,24336,1,X,10,2024
1,AL,40,5,,XO,1220,152595,0,2845,2,X,10,2024
1,AL,40,5,,XQ,1220,1849495,0,60714,1,X,10,2024
1,AL,40,5,BC,,2010,2944,0,0,1,0,10,2024
1,AL,40,5,CM,,2010,18150,0,0,1,0,10,2024
1,AL,40,5,CO,,2010,181265,0,0,1,0,10,2024
1,AL,40,5,DF,,2010,25172,0,0,1,0,10,2024
1,AL,40,5,GT,,2010,2592,0,0,1,0,10,2024
1,AL,40,5,MX,,2010,3282,0,0,1,0,10,2024
1,AL,40,5,NL,,2010,103653,0,0,1,0,10,2024
1,AL,40,5,OT,,2010,783754,0,0,1,0,10,2024
1,AL,40,5,OT,,2010,11398,0,0,2,0,10,2024
1,AL,40,5,SO,,2010,436704,0,0,1,0,10,2024
1,AL,40,5,TM,,2010,98966,0,0,1,0,10,2024
1,AL,40,5,TM,,2010,6282,0,0,2,0,10,2024
1,AL,42,3,,XO,1220,3727,85,73,1,X,10,2024
1,AL,42,5,,XO,1220,12980,0,704,2,X,10,2024
1,AL,42,5,,XQ,1220,8334,0,129,1,X,10,2024
1,AL,42,5,,XQ,1220,3146,0,78,2,X,10,2024
1,AL,42,5,PU,,2010,5488,0,0,1,0,10,2024
1,AL,44,5,,XB,1220,33548,0,401,1,X,10,2024
1,AL,44,5,,XC,1220,5682,0,111,2,X,10,2024
1,AL,44,5,,XM,1220,95556,0,4444,1,X,10,2024
1,AL,44,5,,XO,1220,1181532,0,26680,1,X,10,2024
1,AL,44,5,,XO,1220,12506,0,311,2,X,10,2024
1,AL,44,5,BC,,2010,288719,0,0,1,0,10,2024
1,AL,44,5,BC,,2010,28878,0,0,2,0,10,2024
1,AL,44,5,CO,,2010,24261,0,0,1,0,10,2024
1,AL,44,5,MX,,2010,193255,0,0,1,0,10,2024
1,AL,44,5,NL,,2010,50127,0,0,1,0,10,2024
1,AL,44,5,NL,,2010,3164,0,0,2,0,10,2024
1,AL,44,5,SO,,2010,104935,0,0,1,0,10,2024
1,AL,44,5,TM,,2010,13959,0,0,1,0,10,2024
1,AL,44,6,,XB,1220,94004,0,2341,1,X,10,2024
1,AL,44,6,,XM,1220,62052,0,1547,1,X,10,2024
1,AL,44,6,,XO,1220,13602,0,339,1,X,10,2024
1,AL,44,6,,XS,1220,188025,0,4686,1,X,10,2024
1,AL,44,6,CO,,2010,217681,0,0,1,0,10,2024
1,AL,44,6,JA,,2010,55788,0,0,1,1,10,2024
1,AL,44,6,NL,,2010,44053,0,0,1,0,10,2024
1,AL,47,1,XX,,2010,815847,850045,0,1,0,10,2024
1,AL,47,5,,XO,1220,11696,0,480,1,X,10,2024
1,AL,47,5,BC,,2010,142441,0,0,1,0,10,2024
1,AL,47,5,DF,,2010,418962,0,0,1,0,10,2024
1,AL,47,5,GT,,2010,177989,0,0,1,0,10,2024
1,AL,47,5,JA,,2010,42006,0,0,1,0,10,2024
1,AL,47,5,MX,,2010,54603,0,0,1,0,10,2024
1,AL,47,5,NL,,2010,591019,0,0,1,0,10,2024
1,AL,47,5,TL,,2010,91890,0,0,1,0,10,2024
1,AL,47,6,,XO,1220,531430,0,9846,1,X,10,2024
1,AL,47,6,,XO,1220,203760,0,2910,2,X,10,2024
1,AL,47,6,CH,,2010,221849,0,0,1,0,10,2024
1,AL,47,6,DF,,2010,714713,0,0,1,0,10,2024
1,AL,47,6,JA,,2010,386499,0,0,1,0,10,2024
1,AL,47,6,MI,,2010,407505,0,0,1,0,10,2024
1,AL,47,6,MX,,2010,1055554,0,0,1,0,10,2024
1,AL,47,6,NL,,2010,1481023,0,0,1,0,10,2024
1,AL,47,6,QT,,2010,850782,0,0,1,0,10,2024
1,AL,47,6,TL,,2010,77389,0,0,1,0,10,2024
1,AL,47,6,VE,,2010,3069929,0,0,1,0,10,2024
1,AL,48,1,XX,,2010,321361,311000,0,1,1,10,2024
1,AL,48,3,,XQ,1220,2792,109,54,1,X,10,2024
1,AL,48,5,,XC,1220,161090,0,2716,1,X,10,2024
1,AL,48,5,,XM,1220,877000,0,17136,1,X,10,2024
1,AL,48,5,,XO,1220,5345941,0,184185,1,X,10,2024
1,AL,48,5,,XS,1220,5305,0,71,1,X,10,2024
1,AL,48,5,BC,,2010,369557,0,0,1,0,10,2024
1,AL,48,5,CH,,2010,66509,0,0,1,0,10,2024
1,AL,48,5,CO,,2010,184579,0,0,1,0,10,2024
1,AL,48,5,DF,,2010,50197,0,0,1,0,10,2024
1,AL,48,5,GT,,2010,111494,0,0,1,0,10,2024
1,AL,48,5,JA,,2010,237920,0,0,1,0,10,2024
1,AL,48,5,MI,,2010,272849,0,0,1,0,10,2024
1,AL,48,5,MX,,2010,78854,0,0,1,0,10,2024
1,AL,48,5,NL,,2010,454388,0,0,1,0,10,2024
1,AL,48,5,OT,,2010,73664,0,0,1,0,10,2024
1,AL,48,5,QT,,2010,112258,0,0,1,0,10,2024
1,AL,48,5,SL,,2010,4704,0,0,1,0,10,2024
1,AL,48,5,TM,,2010,758882,0,0,1,0,10,2024
1,AL,48,5,ZA,,2010,38117,0,0,1,0,10,2024
1,AL,48,6,,XA,1220,51526,0,1010,1,X,10,2024
1,AL,48,6,,XM,1220,443036,0,13316,1,X,10,2024
1,AL,48,6,,XO,1220,5648996,0,161535,1,X,10,2024
1,AL,48,6,NL,,2010,252359,0,0,1,0,10,2024
1,AL,48,6,QT,,2010,101464,0,0,1,0,10,2024
1,AL,49,5,,XM,1220,11991,0,393,1,X,10,2024
1,AL,49,5,,XO,1220,24358,0,985,1,X,10,2024
1,AL,49,5,,XQ,1220,11760,0,1271,1,X,10,2024
1,AL,49,5,AG,,2010,38786,0,0,1,0,10,2024
1,AL,49,5,CM,,2010,3026,0,0,1,0,10,2024
1,AL,49,5,NL,,2010,72638,0,0,1,0,10,2024
1,AL,49,5,OT,,2010,9200,0,0,1,0,10,2024
1,AL,52,5,ZA,,2010,48841,0,0,1,0,10,2024
1,AL,54,5,,XO,1220,61418,0,671,1,X,10,2024
1,AL,54,5,,XQ,1220,45229,0,694,1,X,10,2024
1,AL,54,5,AG,,2010,50459,0,0,1,0,10,2024
1,AL,54,5,CO,,2010,61957,0,0,2,0,10,2024
1,AL,54,5,MX,,2010,416284,0,0,1,0,10,2024
1,AL,54,5,PU,,2010,4882,0,0,1,0,10,2024
1,AL,54,5,PU,,2010,1746556,0,0,1,1,10,2024
1,AL,54,5,ZA,,2010,143270,0,0,1,0,10,2024
1,AL,55,5,,XO,1220,163673,0,3896,1,X,10,2024
1,AL,55,5,,XQ,1220,34829,0,925,1,X,10,2024
1,AL,55,5,CH,,2010,49031,0,0,1,0,10,2024
1,AL,55,5,HG,,2010,4063,0,0,1,0,10,2024
1,AL,55,5,MX,,2010,8993,0,0,1,0,10,2024
1,AL,55,5,PU,,2010,17490,0,0,1,0,10,2024
1,AL,55,5,ZA,,2010,228360,0,0,1,0,10,2024
1,AL,56,3,XX,,2010,6663,67,0,1,0,10,2024
1,AL,56,5,,XA,1220,18525,0,363,1,X,10,2024
1,AL,56,5,,XM,1220,6215,0,274,2,X,10,2024
1,AL,56,5,,XO,1220,36606,0,860,1,X,10,2024
1,AL,56,5,,XQ,1220,6748,0,132,1,X,10,2024
1,AL,56,5,BC,,2010,4226,0,0,1,0,10,2024
1,AL,56,5,CH,,2010,54560,0,0,1,0,10,2024
1,AL,56,5,JA,,2010,40825,0,0,1,0,10,2024
1,AL,56,5,MX,,2010,158544,0,0,1,0,10,2024
1,AL,56,5,NL,,2010,6306,0,0,1,0,10,2024
1,AL,56,5,VE,,2010,76788,0,0,1,0,10,2024
1,AL,56,5,ZA,,2010,54666,0,0,1,0,10,2024
1,AL,57,5,,XM,1220,34644,0,1277,1,X,10,2024
1,AL,57,5,,XO,1220,31489,0,987,1,X,10,2024
1,AL,57,5,,XO,1220,6689,0,246,2,X,10,2024
1,AL,57,5,NL,,2010,1661857,0,0,1,0,10,2024
1,AL,58,5,,XO,1220,22883,0,448,1,X,10,2024
1,AL,58,5,CO,,2010,150864,0,0,1,0,10,2024
1,AL,58,5,CO,,2010,44064,0,0,2,0,10,2024
1,AL,58,5,NL,,2010,2720,0,0,1,1,10,2024
